left_hip_current_position,left_hip_target_position,right_hip_current_position,right_hip_target_position,left_shoulder_current_position,left_shoulder_target_position,right_shoulder_current_position,right_shoulder_target_position,left_leg_current_position,left_leg_target_position,right_leg_current_position,right_leg_target_position,left_wheel_current_velocity,left_wheel_target_velocity,right_wheel_current_velocity,right_wheel_target_velocity
-0.0006239956552034933,0.0,0.0006246440888995864,0.0,-0.0009020447983660018,0.0,-0.0009011832703022148,0.0,0.0010012330610961319,0.0,0.0010006672834218819,0.0,0.02025905263931074,0.0,0.02396802976953046,0.0
-0.001387112935961851,0.0,0.0013885254310971684,0.0,-0.0016858039226888297,0.0,-0.0016843791870240943,0.0,0.0017926727446299913,0.0,0.0017925268432326894,0.0,-0.039298942084387445,0.0,-0.030003787938003918,0.0
-0.002090866495761791,0.0,0.0020933545892567146,0.0,-0.0022280413502902044,0.0,-0.002226497935193901,0.0,0.0023655366934508355,0.0,0.0023661329004359766,0.0,-0.09045328669358041,0.0,-0.07837503206880342,0.0
-0.002678032211501056,0.0,0.002681929878606443,0.0,-0.002576486982657407,0.0,-0.0025752003592979214,0.0,0.002804708084932226,0.0,0.0028062263721765003,0.0,-0.10430656178791531,0.0,-0.09184214287741509,0.0
-0.0031463244525366863,0.0,0.003151869867790202,0.0,-0.002796684841362967,0.0,-0.002795909443139989,0.0,0.0031559996067927814,0.0,0.0031586205680090534,0.0,-0.09841903652416722,0.0,-0.08694048467604429,0.0
-0.0035115657470607456,0.0,0.0035188751973522937,0.0,-0.002935702587635988,0.0,-0.0029355782049024894,0.0,0.003440051952298297,0.0,0.0034439280229403304,0.0,-0.0819406261954263,0.0,-0.07195879160610343,0.0
-0.003792700299201385,0.0,0.003801766939064616,0.0,-0.003023506664697303,0.0,-0.00302403439920756,0.0,0.0036679130150660735,0.0,0.0036731567883456617,0.0,-0.062390405389807876,0.0,-0.05402137046699779,0.0
-0.004006985664643997,0.0,0.004017422500680984,0.0,-0.003078462532198821,0.0,-0.0030793685894056266,0.0,0.0038478629465144025,0.0,0.003854606642850561,0.0,-0.04414818120256685,0.0,-0.03747256553973306,0.0
-0.004169073108674572,0.0,0.00418053210592335,0.0,-0.003113253603874486,0.0,-0.0031143013280572835,0.0,0.003987658079601367,0.0,0.003995831501538818,0.0,-0.02899032138822627,0.0,-0.023572637208273357,0.0
-0.00429047955515913,0.0,0.00430271401202519,0.0,-0.003134989694276836,0.0,-0.0031360210301108467,0.0,0.004094053395153566,0.0,0.004103495685437151,0.0,-0.01761726342249159,0.0,-0.01313774674239893,0.0
-0.004380182345609121,0.0,0.0043930234384370204,0.0,-0.0031477483776075916,0.0,-0.0031486750565525175,0.0,0.004173249004014968,0.0,0.004183791024756563,0.0,-0.009673575735857337,0.0,-0.005933385343936131,0.0
-0.004445206960025861,0.0,0.004458538718544405,0.0,-0.0031539534523008297,0.0,-0.003154735117420524,0.0,0.004230835484797914,0.0,0.00424232653446478,0.0,-0.00442922596889006,0.0,-0.0012968677180591514,0.0
-0.0044910954342744,0.0,0.004504835509329311,0.0,-0.0031551088514362342,0.0,-0.0031557337462825704,0.0,0.004271712044583013,0.0,0.004284024529615779,0.0,-0.0011173288844998717,0.0,0.0015018645176890634,0.0
-0.0045222538695796986,0.0,0.004536340841651444,0.0,-0.0031521922936321818,0.0,-0.003152663924152727,0.0,0.004300071031125946,0.0,0.004313097950137825,0.0,0.0009225890254947427,0.0,0.0031024736986342,0.0
-0.004542206922279794,0.0,0.004556592696141531,0.0,-0.003145870056836431,0.0,-0.003146199096008466,0.0,0.004319436876699421,0.0,0.004333088006335745,0.0,0.002203812296786387,0.0,0.00400536681241238,0.0
-0.0045537861027947595,0.0,0.004568431641275262,0.0,-0.0031366169518261453,0.0,-0.0031368167593369915,0.0,0.004332733990856489,0.0,0.0043469326705904915,0.0,0.003098496677331596,0.0,0.0045736586189229975,0.0
-0.0045592717044812435,0.0,0.004574144717976088,0.0,-0.003124785273184563,0.0,-0.0031248696084487044,0.0,0.00434236469798664,0.0,0.004357045526186923,0.0,0.003861154770027671,0.0,0.005054751855371019,0.0
-0.004560824001616036,0.0,0.0045764727734803395,0.0,-0.0031121183492625755,0.0,-0.0031126565347339807,0.0,0.004350613857781611,0.0,0.004365540421242468,0.0,0.004698344195988996,0.0,0.0062060704250582275,0.0
-0.004561396259845845,0.0,0.0045781105590944745,0.0,-0.0031024193792761577,0.0,-0.0031036887878701912,0.0,0.004359047733549833,0.0,0.0043742403851725915,0.0,0.006304767836264162,0.0,0.007673016792952882,0.0
-0.004562873439613778,0.0,0.004580708744131301,0.0,-0.003096425044720576,0.0,-0.0030984348120385373,0.0,0.004368376139727506,0.0,0.004383940924865342,0.0,0.007651924135706157,0.0,0.008694633377242465,0.0
-0.0045664331955693645,0.0,0.0045853023661814,0.0,-0.003093985859607774,0.0,-0.003096655457757523,0.0,0.004379408983215065,0.0,0.004395410870522685,0.0,0.008536184859683979,0.0,0.009337123652499975,0.0
-0.004572837348525393,0.0,0.004592588743541225,0.0,-0.0030948259850966803,0.0,-0.0030980390550270197,0.0,0.004392936918930758,0.0,0.004409386999700266,0.0,0.00910088818032902,0.0,0.009767064088865306,0.0
-0.0045825969662324235,0.0,0.004603063249762256,0.0,-0.0030987106287401994,0.0,-0.0031023433466314185,0.0,0.0044096156173537475,0.0,0.004426486708738021,0.0,0.009510506505243163,0.0,0.010127913876316987,0.0
