left_hip_current_position,left_hip_target_position,right_hip_current_position,right_hip_target_position,left_shoulder_current_position,left_shoulder_target_position,right_shoulder_current_position,right_shoulder_target_position,left_leg_current_position,left_leg_target_position,right_leg_current_position,right_leg_target_position,left_wheel_current_velocity,left_wheel_target_velocity,right_wheel_current_velocity,right_wheel_target_velocity
-0.0006240142479433069,0.0,0.000624667014980121,0.0,-0.0009021244903457323,0.0,-0.0009012851886883402,0.0,0.0010011804953159906,0.0,0.0010005924625760675,0.0,0.024869350046688044,0.0,0.029406771471010215,0.0
-0.0013870954147140368,0.0,0.0013885216702588814,0.0,-0.0016857719423900254,0.0,-0.001684434641245844,0.0,0.0017926893485729952,0.0,0.0017924695018379133,0.0,-0.04432858604955617,0.0,-0.03220038269471624,0.0
-0.002090765148472505,0.0,0.0020932782447854333,0.0,-0.0022275648856075205,0.0,-0.00222621368599635,0.0,0.0023658760998761293,0.0,0.0023663237334759484,0.0,-0.1151868119928535,0.0,-0.09788347545250671,0.0
-0.002677820015268886,0.0,0.0026817563078764014,0.0,-0.002575258716612183,0.0,-0.00257429553829278,0.0,0.0028056302746459036,0.0,0.002806907581791476,0.0,-0.14922527969794383,0.0,-0.12936330202593468,0.0
-0.0031459869161809782,0.0,0.003151588600916789,0.0,-0.0027946602992873636,0.0,-0.0027943480604540024,0.0,0.0031576041390277247,0.0,0.0031598837312876854,0.0,-0.15983197504325752,0.0,-0.13929868105284643,0.0
-0.0035111214243857243,0.0,0.003518508218221215,0.0,-0.00293294403507475,0.0,-0.0029334161717258413,0.0,0.003442326399683261,0.0,0.0034457627824538034,0.0,-0.1539967615706703,0.0,-0.13386622933459608,0.0
-0.003792186870856769,0.0,0.0038013520615179956,0.0,-0.003020156177327413,0.0,-0.003021394350357325,0.0,0.0036707668388126276,0.0,0.003675484183020151,0.0,-0.13930995337529567,0.0,-0.12021624267520502,0.0
-0.004006495838536898,0.0,0.004016991645791142,0.0,-0.0030747666792430217,0.0,-0.0030764448804323735,0.0,0.0038511589907187834,0.0,0.003857333907587278,0.0,-0.12116950128085585,0.0,-0.10370019472838664,0.0
-0.004168660810555226,0.0,0.004180140884152152,0.0,-0.003109428618263317,0.0,-0.003111275550326183,0.0,0.003991258176975675,0.0,0.003998811199834368,0.0,-0.10274504842638488,0.0,-0.086691791068946,0.0
-0.004290178703894123,0.0,0.004302399047510548,0.0,-0.0031311980139356287,0.0,-0.003133032847910922,0.0,0.0040978130882786505,0.0,0.004106590770895699,0.0,-0.08599068291241452,0.0,-0.07122790791798578,0.0
