left_hip_current_position,left_hip_target_position,left_hip_current_velocity,left_hip_torque,right_hip_current_position,right_hip_target_position,right_hip_current_velocity,right_hip_torque,left_shoulder_current_position,left_shoulder_target_position,left_shoulder_current_velocity,left_shoulder_torque,right_shoulder_current_position,right_shoulder_target_position,right_shoulder_current_velocity,right_shoulder_torque,left_leg_current_position,left_leg_target_position,left_leg_current_velocity,left_leg_torque,right_leg_current_position,right_leg_target_position,right_leg_current_velocity,right_leg_torque,left_wheel_current_velocity,left_wheel_target_velocity,left_wheel_current_sin_position,left_wheel_current_cos_position,left_wheel_torque,right_wheel_current_velocity,right_wheel_target_velocity,right_wheel_current_sin_position,right_wheel_current_cos_position,right_wheel_torque
0,0,0,0,0,0,0,0,0,-0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0
0.0177383,0,0.0366287,-0.94359,-0.0219345,0,-0.0122108,1.17802,0.00286102,-0,0.0122108,-0.158241,0.0043869,-0,-0.0366287,-0.21685,-0.00514984,0,0.0122108,0.263737,-0.00514984,0,0.0122108,0.28718,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0181198,0,0.0610504,-0.697435,-0.0226974,0,-0.0854683,0.896704,0.00286102,-0,0.0122108,-0.123077,0.0043869,-0,-0.0122108,-0.158241,-0.00514984,0,-0.0366287,0.205128,-0.00514984,0,-0.0366287,0.228571,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0181198,0,0.0610504,-0.627106,-0.0230789,0,-0.0610504,0.791208,0.00286102,-0,-0.0122108,-0.0996342,0.0043869,-0,-0.0122108,-0.169964,-0.00514984,0,0.0122108,0.146521,-0.00553131,0,-0.0610504,0.193407,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0181198,0,0.0122108,-0.615385,-0.0230789,0,-0.0610504,0.802931,0.00286102,-0,0.0610504,-0.134798,0.0043869,-0,-0.0610504,-0.146521,-0.00514984,0,-0.0366287,0.158241,-0.00514984,0,-0.0366287,0.193407,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0181198,0,0.0366287,-0.627106,-0.0234604,0,-0.0366287,0.802931,0.00286102,-0,0.0122108,-0.111355,0.0043869,-0,-0.0610504,-0.146521,-0.00514984,0,0.0366287,0.158241,-0.00514984,0,0.0122108,0.193407,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0181198,0,0.0366287,-0.627106,-0.0246048,0,-0.134312,0.94359,0.00286102,-0,-0.0366287,-0.0996342,0.0043869,-0,-0.0366287,-0.123077,-0.00514984,0,0.0122108,0.158241,-0.00514984,0,-0.0122108,0.193407,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0181198,0,-0.0122108,-0.638828,-0.0249863,0,-0.0122108,0.87326,0.00286102,-0,0.0122108,-0.0879116,0.0043869,-0,0.0366287,-0.134798,-0.00514984,0,-0.0366287,0.181684,-0.00514984,0,-0.0122108,0.193407,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0181198,0,0.0366287,-0.615385,-0.0253677,0,0.0122108,0.826374,0.00286102,-0,0.0366287,-0.111355,0.0043869,-0,-0.0122108,-0.146521,-0.00514984,0,0.0122108,0.169964,-0.00514984,0,0.0122108,0.193407,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.394277
0.0181198,0,-0.0122108,-0.615385,-0.0253677,0,-0.0122108,0.838095,0.00286102,-0,-0.0122108,-0.0996342,0.00476837,-0,0.0610504,-0.134798,-0.00514984,0,-0.0122108,0.169964,-0.00514984,0,0.0366287,0.193407,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0181198,0,0.0122108,-0.627106,-0.0249863,0,0.0366287,0.838095,0.00286102,-0,-0.0122108,-0.0996342,0.0043869,-0,-0.0610504,-0.146521,-0.00514984,0,-0.0366287,0.169964,-0.00514984,0,0.0122108,0.169964,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.546793
0.0181198,0,0.0366287,-0.650549,-0.0253677,0,-0.0122108,0.826374,0.00286102,-0,0.0122108,-0.123077,0.0043869,-0,-0.0366287,-0.134798,-0.00514984,0,0.0122108,0.158241,-0.00514984,0,-0.0122108,0.181684,0,0,-0.963776,0.266713,-0.471,-0,-0,0.793042,-0.609167,0.419954
0.0181198,0,0.0366287,-0.603662,-0.0253677,0,-0.0122108,0.826374,0.00286102,-0,0.0610504,-0.111355,0.0043869,-0,-0.0122108,-0.146521,-0.00514984,0,-0.0122108,0.158241,-0.00514984,0,0.0122108,0.193407,0,0,-0.963776,0.266713,-0.471,-0.020944,-0,0.792107,-0.610383,0.394277
0.0181198,0,0.0122108,-0.615385,-0.0253677,0,0.0122108,0.838095,0.00286102,-0,-0.0122108,-0.0879116,0.00476837,-0,0.0122108,-0.134798,-0.00514984,0,0.10989,0.158241,-0.00514984,0,0.0122108,0.181684,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.394277
0.0185013,0,0.0854683,-0.638828,-0.0253677,0,-0.0122108,0.838095,0.00286102,-0,0.0610504,-0.0996342,0.00476837,-0,-0.0122108,-0.146521,-0.00514984,0,0.0122108,0.169964,-0.00553131,0,-0.0366287,0.193407,0,0,-0.963776,0.266713,-0.471,0.010472,-0,0.792107,-0.610383,0.521633
0.0181198,0,-0.0366287,-0.603662,-0.0253677,0,0.0122108,0.838095,0.00286102,-0,0.0366287,-0.111355,0.0043869,-0,-0.0610504,-0.146521,-0.00514984,0,-0.0122108,0.158241,-0.00514984,0,-0.0366287,0.181684,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.394277
0.0181198,0,0.0610504,-0.638828,-0.0253677,0,0.0122108,0.814651,0.00286102,-0,-0.0610504,-0.0996342,0.0043869,-0,-0.0366287,-0.123077,-0.00514984,0,0.0122108,0.181684,-0.00553131,0,-0.0366287,0.193407,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0185013,0,0.0854683,-0.627106,-0.0253677,0,0.0854683,0.838095,0.00286102,-0,0.0610504,-0.111355,0.00476837,-0,0.0610504,-0.158241,-0.00514984,0,0.0366287,0.158241,-0.00514984,0,0.0366287,0.181684,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0185013,0,0.0366287,-0.627106,-0.0253677,0,0.0122108,0.826374,0.00286102,-0,0.0610504,-0.111355,0.0043869,-0,-0.0366287,-0.146521,-0.00514984,0,-0.0122108,0.169964,-0.00514984,0,-0.0122108,0.181684,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0185013,0,0.0366287,-0.615385,-0.0253677,0,0.0366287,0.849817,0.00286102,-0,0.0610504,-0.111355,0.00476837,-0,-0.0366287,-0.158241,-0.00514984,0,0.0366287,0.158241,-0.00553131,0,-0.0610504,0.193407,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0185013,0,-0.0122108,-0.615385,-0.0253677,0,0.0366287,0.849817,0.00286102,-0,0.0366287,-0.0996342,0.00476837,-0,0.0122108,-0.134798,-0.00514984,0,-0.0366287,0.158241,-0.00514984,0,0.0122108,0.193407,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0185013,0,0.0366287,-0.638828,-0.0253677,0,-0.0122108,0.826374,0.00286102,-0,0.0122108,-0.0996342,0.0043869,-0,-0.0366287,-0.134798,-0.00514984,0,0.0854683,0.146521,-0.00514984,0,0.0122108,0.193407,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.521633
0.0185013,0,0.0366287,-0.638828,-0.0253677,0,0.0366287,0.826374,0.00286102,-0,0.0366287,-0.0996342,0.00476837,-0,0.0122108,-0.146521,-0.00514984,0,-0.0122108,0.169964,-0.00553131,0,-0.0366287,0.205128,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0185013,0,0.0366287,-0.638828,-0.0253677,0,0.0122108,0.838095,0.00286102,-0,0.0122108,-0.111355,0.00476837,-0,-0.0122108,-0.146521,-0.00514984,0,-0.0122108,0.169964,-0.00553131,0,-0.0366287,0.193407,0,0,-0.963776,0.266713,-0.445528,-0,-0,0.792107,-0.610383,0.419954
0.0185013,0,0.0122108,-0.638828,-0.0253677,0,0.0366287,0.826374,0.00286102,-0,0.0366287,-0.123077,0.00476837,-0,-0.0122108,-0.146521,-0.00514984,0,-0.0122108,0.169964,-0.00514984,0,-0.0366287,0.193407,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0185013,0,-0.0122108,-0.627106,-0.0253677,0,0.0366287,0.826374,0.00286102,-0,0.0122108,-0.0996342,0.0043869,-0,-0.0610504,-0.123077,-0.00514984,0,-0.0366287,0.169964,-0.00553131,0,-0.0610504,0.205128,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0185013,0,0.0366287,-0.627106,-0.0253677,0,-0.0122108,0.838095,0.00286102,-0,0.0122108,-0.111355,0.00476837,-0,0.0366287,-0.158241,-0.00514984,0,0.0854683,0.169964,-0.00514984,0,-0.0366287,0.181684,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0185013,0,-0.0122108,-0.627106,-0.0253677,0,0.0610504,0.826374,0.00286102,-0,0.0366287,-0.111355,0.00476837,-0,-0.0854683,-0.134798,-0.00514984,0,0.0366287,0.158241,-0.00553131,0,-0.0122108,0.205128,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.521633
0.0185013,0,0.0122108,-0.627106,-0.0253677,0,-0.0122108,0.838095,0.00286102,-0,-0.0366287,-0.0996342,0.00476837,-0,-0.0122108,-0.146521,-0.00514984,0,-0.0366287,0.169964,-0.00514984,0,-0.0122108,0.205128,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0185013,0,0.0366287,-0.615385,-0.0253677,0,0.0122108,0.814651,0.00286102,-0,0.0854683,-0.111355,0.00476837,-0,-0.0610504,-0.134798,-0.00514984,0,-0.0366287,0.181684,-0.00514984,0,-0.0122108,0.193407,0,0,-0.963776,0.266713,-0.496368,-0,-0,0.792107,-0.610383,0.419954
0.0185013,0,-0.0122108,-0.627106,-0.0253677,0,-0.0366287,0.838095,0.00286102,-0,0.0366287,-0.111355,0.00476837,-0,-0.0122108,-0.146521,-0.00514984,0,0.0610504,0.158241,-0.00553131,0,-0.0854683,0.205128,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0185013,0,0.0366287,-0.627106,-0.0253677,0,-0.0122108,0.826374,0.00286102,-0,0.0122108,-0.0996342,0.00476837,-0,0.0122108,-0.158241,-0.00514984,0,0.0122108,0.169964,-0.00553131,0,-0.0122108,0.205128,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0185013,0,0.0122108,-0.638828,-0.0253677,0,0.0122108,0.826374,0.00286102,-0,-0.0366287,-0.111355,0.00476837,-0,-0.0854683,-0.134798,-0.00514984,0,0.0366287,0.169964,-0.00553131,0,-0.0366287,0.193407,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.445528
0.0185013,0,0.0122108,-0.627106,-0.0253677,0,0.0122108,0.838095,0.00286102,-0,0.0122108,-0.0996342,0.00476837,-0,-0.0366287,-0.146521,-0.00514984,0,0.0122108,0.169964,-0.00514984,0,0.0610504,0.205128,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0185013,0,-0.0122108,-0.638828,-0.0253677,0,0.0366287,0.826374,0.00286102,-0,0.0122108,-0.111355,0.00476837,-0,-0.0122108,-0.134798,-0.00553131,0,-0.0366287,0.169964,-0.00514984,0,-0.0122108,0.181684,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0185013,0,0.0610504,-0.627106,-0.0253677,0,0.0366287,0.838095,0.00286102,-0,0.0366287,-0.111355,0.00476837,-0,-0.0366287,-0.134798,-0.00514984,0,0.0366287,0.158241,-0.00514984,0,-0.0122108,0.181684,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0185013,0,-0.0610504,-0.627106,-0.0253677,0,-0.0610504,0.838095,0.00286102,-0,0.0122108,-0.111355,0.0043869,-0,-0.0366287,-0.146521,-0.00514984,0,0.0610504,0.158241,-0.00514984,0,0.0366287,0.181684,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0185013,0,0.0122108,-0.615385,-0.0253677,0,-0.0366287,0.826374,0.00286102,-0,0.0366287,-0.0879116,0.00476837,-0,0.0122108,-0.134798,-0.00514984,0,-0.0122108,0.146521,-0.00514984,0,-0.0366287,0.181684,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0185013,0,0.0610504,-0.627106,-0.0253677,0,0.0610504,0.826374,0.00286102,-0,-0.0122108,-0.0879116,0.00476837,-0,-0.0122108,-0.146521,-0.00514984,0,0.0366287,0.169964,-0.00553131,0,-0.0610504,0.193407,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.521633
0.0185013,0,-0.0122108,-0.615385,-0.0253677,0,0.0366287,0.814651,0.00286102,-0,0.0610504,-0.111355,0.0043869,-0,0.0122108,-0.146521,-0.00514984,0,0.0122108,0.169964,-0.00553131,0,-0.0122108,0.205128,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0185013,0,-0.0122108,-0.627106,-0.0253677,0,-0.0122108,0.838095,0.00286102,-0,0.0854683,-0.111355,0.00476837,-0,-0.0122108,-0.146521,-0.00514984,0,-0.0122108,0.158241,-0.00553131,0,-0.0610504,0.193407,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.394277
0.0185013,0,0.0122108,-0.627106,-0.0253677,0,-0.0122108,0.838095,0.00286102,-0,0.0122108,-0.111355,0.00476837,-0,0.0366287,-0.123077,-0.00514984,0,0.0122108,0.169964,-0.00514984,0,0.0122108,0.181684,0,0,-0.963776,0.266713,-0.471,-0,-0,0.792107,-0.610383,0.419954
0.0185013,0,0.0366287,-0.627106,-0.0253677,0,0.0122108,0.826374,0.00286102,-0,-0.0122108,-0.111355,0.00476837,-0,-0.0366287,-0.146521,-0.00514984,0,-0.0366287,0.158241,-0.00553131,0,-0.0122108,0.193407,0,0,-0.963776,0.266713,-0.471,-0.020944,-0,0.792107,-0.610383,0.394277
0.0185013,0,-0.0366287,-0.615385,-0.0253677,0,0.0366287,0.838095,0.00286102,-0,-0.0366287,-0.0996342,0.00476837,-0,0.0366287,-0.146521,-0.00514984,0,0.0610504,0.169964,-0.00553131,0,-0.0122108,0.193407,0,0,-0.963776,0.266713,-0.471,-0,-0,0.793042,-0.609167,0.419954
0.0185013,0,0.0366287,-0.615385,-0.0253677,0,-0.0122108,0.838095,0.00286102,-0,0.0610504,-0.111355,0.0043869,-0,-0.0122108,-0.134798,-0.00514984,0,0.0122108,0.158241,-0.00553131,0,-0.0610504,0.193407,0,0,-0.964184,0.265234,-0.471,-0.010472,-0,0.793042,-0.609167,0.419954
0.0181198,0,-0.0122108,-0.603662,-0.0253677,0,0.0122108,0.826374,0.00286102,-0,0.0122108,-0.0879116,0.00476837,-0,0.0122108,-0.146521,-0.00514984,0,0.0366287,0.146521,-0.00553131,0,-0.0366287,0.193407,-0.020944,0,-0.964184,0.265234,-0.471,-0.010472,-0,0.793042,-0.609167,0.419954
0.0185013,0,0.0122108,-0.615385,-0.0253677,0,0.0610504,0.838095,0.00286102,-0,-0.0366287,-0.111355,0.0043869,-0,-0.0854683,-0.134798,-0.00514984,0,-0.0122108,0.158241,-0.00514984,0,0.0610504,0.169964,-0.020944,0,-0.964184,0.265234,-0.471,-0,-0,0.793042,-0.609167,0.419954
0.0185013,0,0.0366287,-0.627106,-0.0253677,0,0.0122108,0.826374,0.00286102,-0,0.0122108,-0.111355,0.0043869,-0,-0.0610504,-0.158241,-0.00514984,0,-0.0122108,0.158241,-0.00553131,0,-0.0366287,0.181684,-0.010472,0,-0.964184,0.265234,-0.471,-0,-0,0.793042,-0.609167,0.419954
0.0185013,0,0.0122108,-0.591942,-0.0253677,0,-0.0122108,0.838095,0.00286102,-0,0.0610504,-0.0996342,0.0043869,-0,-0.0122108,-0.123077,-0.00514984,0,0.0366287,0.169964,-0.00553131,0,-0.0122108,0.181684,0,0,-0.964184,0.265234,-0.471,-0,-0,0.793042,-0.609167,0.419954
0.0181198,0,-0.0366287,-0.615385,-0.0253677,0,0.0122108,0.826374,0.00286102,-0,0.0122108,-0.111355,0.0043869,-0,-0.0366287,-0.134798,-0.00514984,0,-0.0122108,0.169964,-0.00514984,0,-0.0122108,0.205128,0,0,-0.964184,0.265234,-0.471,-0,-0,0.793042,-0.609167,0.419954
